n_actionid,c_competition,n_Matchid,d_date,c_Action,c_Period,n_StartTime,n_Endtime,c_HomeOrAway,n_TeamID,c_Team,n_personid,c_person,c_Function,n_ShirtNr,c_ActionReason,c_actionInfo,n_Subpersonid,c_Subperson
22039489,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Foul committed,First half,24000,24000,Home,77,ADO Den Haag,1223164,Sheraldo Becker,NULL,NULL,Rough play,NULL,924566,Anouar Kali
22039490,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,First half,29000,29000,Away,16,FC Utrecht,924566,Anouar Kali,NULL,NULL,NULL,Left foot,0,NULL
22024166,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,,0,NULL,917392,Rens Bluemink,Assistant Referee,NULL,NULL,NULL,0,NULL
22024167,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,,0,NULL,769254,Christiaan Bax,4th Official,NULL,NULL,NULL,0,NULL
22039635,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Foul committed,First half,558000,558000,Away,16,FC Utrecht,474240,Edson Braafheid,NULL,NULL,Pushing,NULL,664080,Lex Immers
22039637,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,First half,588000,588000,Home,77,ADO Den Haag,682493,Donny Gorter,NULL,NULL,NULL,Left foot,0,NULL
22039823,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Yellow,First half,975000,975000,Home,77,ADO Den Haag,664080,Lex Immers,NULL,NULL,Tackle,NULL,0,NULL
22039827,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Foul committed,First half,969000,969000,Home,77,ADO Den Haag,664080,Lex Immers,NULL,NULL,Tackle,NULL,924566,Anouar Kali
22039849,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Foul committed,First half,1001000,1001000,Away,16,FC Utrecht,924566,Anouar Kali,NULL,NULL,Rough play,NULL,1223164,Sheraldo Becker
22038915,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,NULL,NULL,NULL,Home,77,ADO Den Haag,1508170,Trevor David,Substitute,27,NULL,NULL,0,NULL
22038913,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,NULL,NULL,NULL,Away,16,FC Utrecht,1386239,Lukas Görtler,Substitute,27,NULL,NULL,0,NULL
22038914,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,NULL,NULL,NULL,Away,16,FC Utrecht,1527072,Nick Venema,Substitute,39,NULL,NULL,0,NULL
22038911,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,NULL,NULL,NULL,Away,16,FC Utrecht,1385408,Giovanni Troupée,Substitute,20,NULL,NULL,0,NULL
22038912,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,NULL,NULL,NULL,Away,16,FC Utrecht,1515562,Odysseus Velanas,Substitute,25,NULL,NULL,0,NULL
22038909,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Substitution,Half time,2760000,NULL,Away,16,FC Utrecht,579307,Urby Emanuelson,Midfielder,18,NULL,NULL,1074095,Yassin Ayoub
22038907,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,NULL,NULL,NULL,Away,16,FC Utrecht,796836,Dario Dumic,Substitute,5,NULL,NULL,0,NULL
22038905,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,NULL,NULL,NULL,Away,16,FC Utrecht,873904,Nick Marsman,Substitute,16,NULL,NULL,0,NULL
22038903,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Substitution,Second half,3439000,NULL,Home,77,ADO Den Haag,1220621,Melvyn Lorenzen,Forward,33,NULL,NULL,583770,Edouard Duplan
22038901,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,NULL,NULL,NULL,Home,77,ADO Den Haag,1476074,Dennis van der Heijden,Substitute,19,NULL,NULL,0,NULL
22038902,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,NULL,NULL,NULL,Home,77,ADO Den Haag,901784,Ludcinio Marengo,Substitute,23,NULL,NULL,0,NULL
22038899,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Substitution,Second half,4624000,NULL,Home,77,ADO Den Haag,1652826,Delano Ladan,Forward,14,NULL,NULL,682493,Donny Gorter
22038897,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,NULL,NULL,NULL,Home,77,ADO Den Haag,796857,Tim Coremans,Substitute,18,NULL,NULL,0,NULL
22038898,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,NULL,NULL,NULL,Home,77,ADO Den Haag,1075449,Thomas Meißner,Substitute,3,NULL,NULL,0,NULL
22038879,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,1574000,Away,16,FC Utrecht,924566,Anouar Kali,Midfielder,23,NULL,NULL,0,NULL
22038904,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,NULL,NULL,NULL,Home,77,ADO Den Haag,1064273,Elson Hooi,Substitute,77,NULL,NULL,0,NULL
22041128,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,Second half,3455000,3455000,Away,16,FC Utrecht,567228,Willem Janssen,NULL,NULL,NULL,Right foot,0,NULL
22041166,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Corner,Second half,3551000,3551000,Home,77,ADO Den Haag,682493,Donny Gorter,NULL,NULL,NULL,Left foot,0,NULL
22041168,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Shot wide,Second half,3558000,3558000,Home,77,ADO Den Haag,1126701,Danny Bakker,NULL,NULL,NULL,Left foot,0,NULL
22041177,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Goal kick,Second half,3581000,3581000,Away,16,FC Utrecht,763018,David Jensen,NULL,NULL,NULL,NULL,0,NULL
22041197,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Shot wide,Second half,3625000,3625000,Away,16,FC Utrecht,1239405,Gyrano Kerk,NULL,NULL,NULL,Right foot,0,NULL
22041202,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Goal kick,Second half,3639000,3639000,Home,77,ADO Den Haag,455619,Robert Zwinkels,NULL,NULL,NULL,NULL,0,NULL
22041817,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,Second half,5524000,5524000,Away,16,FC Utrecht,627486,Ramon Leeuwin,NULL,NULL,NULL,Right foot,0,NULL
22041820,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Foul committed,Second half,5533000,5533000,Home,77,ADO Den Haag,1223164,Sheraldo Becker,NULL,NULL,Rough play,NULL,579307,Urby Emanuelson
22024165,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,,0,NULL,1027436,Johan Balder,Assistant Referee,NULL,NULL,NULL,0,NULL
22038910,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,NULL,NULL,NULL,Away,16,FC Utrecht,1248932,Bilal Ould-Chikh,Substitute,19,NULL,NULL,0,NULL
22036961,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Away,16,FC Utrecht,567228,Willem Janssen,Defender (C),14,NULL,NULL,0,NULL
22036988,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,4367000,Away,16,FC Utrecht,474240,Edson Braafheid,Defender,28,NULL,NULL,0,NULL
22036995,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Away,16,FC Utrecht,1011974,Sander van de Streek,Midfielder,22,NULL,NULL,0,NULL
22037000,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Away,16,FC Utrecht,627486,Ramon Leeuwin,Defender,3,NULL,NULL,0,NULL
22037003,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Away,16,FC Utrecht,834133,Zakaria Labyad,Midfielder,10,NULL,NULL,0,NULL
22037005,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,2760000,Away,16,FC Utrecht,1074095,Yassin Ayoub,Midfielder,8,NULL,NULL,0,NULL
22037008,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Away,16,FC Utrecht,1239405,Gyrano Kerk,Forward,7,NULL,NULL,0,NULL
22037009,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Away,16,FC Utrecht,1247628,Cyriel Dessers,Forward,11,NULL,NULL,0,NULL
22041663,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Goal kick,Second half,5148000,5148000,Away,16,FC Utrecht,763018,David Jensen,NULL,NULL,NULL,NULL,0,NULL
22041684,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,Second half,5181000,5181000,Home,77,ADO Den Haag,637262,Aaron Meijers,NULL,NULL,NULL,Left foot,0,NULL
22041681,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Foul committed,Second half,5167000,5167000,Away,16,FC Utrecht,1194810,Sean Klaiber,NULL,NULL,Rough play,NULL,664080,Lex Immers
22022191,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,NULL,NULL,NULL,Home,77,ADO Den Haag,877301,Nick Kuipers,Suspended,NULL,NULL,NULL,0,NULL
22024164,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,,0,NULL,446534,Ed Janssen,Referee,NULL,NULL,NULL,0,NULL
22039765,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Save by goalkeeper,First half,857000,857000,Home,77,ADO Den Haag,455619,Robert Zwinkels,NULL,NULL,Standing/Caught,NULL,0,NULL
22039780,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Goal,First half,869000,869000,Away,16,FC Utrecht,1247628,Cyriel Dessers,NULL,NULL,Rebound,Left foot,0,NULL
22040586,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Foul committed,First half,2569000,2569000,Away,16,FC Utrecht,1247628,Cyriel Dessers,NULL,NULL,Rough play,NULL,1195794,Bas Kuipers
22040587,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,First half,2584000,2584000,Home,77,ADO Den Haag,880177,Tom Beugelsdijk,NULL,NULL,NULL,Right foot,0,NULL
22040605,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Goal kick,First half,2648000,2648000,Away,16,FC Utrecht,763018,David Jensen,NULL,NULL,NULL,NULL,0,NULL
22040614,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Injury time,First half,2700000,2700000,,0,NULL,0,NULL,NULL,NULL,NULL,120000,0,NULL
22040646,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,End of period,First half,2823000,2823000,,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL
22036890,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Home,77,ADO Den Haag,445,Alfons Groenendijk,Coach,NULL,NULL,NULL,0,NULL
22036891,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Away,16,FC Utrecht,233,Erik ten Hag,Coach,NULL,NULL,NULL,0,NULL
22036897,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Home,77,ADO Den Haag,455619,Robert Zwinkels,Goalkeeper,22,NULL,NULL,0,NULL
22036900,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Home,77,ADO Den Haag,1287446,Tyronne Ebuehi,Defender,2,NULL,NULL,0,NULL
22036919,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Home,77,ADO Den Haag,880177,Tom Beugelsdijk,Defender,4,NULL,NULL,0,NULL
22036921,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Home,77,ADO Den Haag,1195794,Bas Kuipers,Defender,15,NULL,NULL,0,NULL
22036923,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Home,77,ADO Den Haag,637262,Aaron Meijers,Defender (C),8,NULL,NULL,0,NULL
22041426,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,Second half,4383000,4383000,Away,16,FC Utrecht,834133,Zakaria Labyad,NULL,NULL,NULL,Right foot,0,NULL
22041427,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Offside,Second half,4390000,4390000,Away,16,FC Utrecht,567228,Willem Janssen,NULL,NULL,NULL,NULL,0,NULL
22041431,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,Second half,4407000,4407000,Home,77,ADO Den Haag,455619,Robert Zwinkels,NULL,NULL,NULL,Right foot,0,NULL
22041457,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Shot wide,Second half,4458000,4458000,Away,16,FC Utrecht,579307,Urby Emanuelson,NULL,NULL,NULL,Left foot,0,NULL
22041461,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Goal kick,Second half,4477000,4477000,Home,77,ADO Den Haag,455619,Robert Zwinkels,NULL,NULL,NULL,NULL,0,NULL
22041490,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Foul committed,Second half,4530000,4530000,Home,77,ADO Den Haag,1126701,Danny Bakker,NULL,NULL,Rough play,NULL,1247628,Cyriel Dessers
22041498,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,Second half,4555000,4555000,Away,16,FC Utrecht,1293284,Robin van der Meer,NULL,NULL,NULL,Left foot,0,NULL
22038900,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,NULL,NULL,NULL,Home,77,ADO Den Haag,1591940,Hennos Asmelash,Substitute,16,NULL,NULL,0,NULL
22039528,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Foul committed,First half,145000,145000,Home,77,ADO Den Haag,1223164,Sheraldo Becker,NULL,NULL,Rough play,NULL,627486,Ramon Leeuwin
22039532,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,First half,167000,167000,Away,16,FC Utrecht,627486,Ramon Leeuwin,NULL,NULL,NULL,Right foot,0,NULL
22039540,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Foul committed,First half,226000,226000,Away,16,FC Utrecht,1247628,Cyriel Dessers,NULL,NULL,Rough play,NULL,880177,Tom Beugelsdijk
22039542,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,First half,242000,242000,Home,77,ADO Den Haag,455619,Robert Zwinkels,NULL,NULL,NULL,Right foot,0,NULL
22039549,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Goal kick,First half,274000,274000,Away,16,FC Utrecht,763018,David Jensen,NULL,NULL,NULL,NULL,0,NULL
22039554,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Offside,First half,321000,321000,Away,16,FC Utrecht,1239405,Gyrano Kerk,NULL,NULL,NULL,NULL,0,NULL
22039557,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,First half,341000,341000,Home,77,ADO Den Haag,455619,Robert Zwinkels,NULL,NULL,NULL,Right foot,0,NULL
22039590,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Goal kick,First half,469000,469000,Home,77,ADO Den Haag,455619,Robert Zwinkels,NULL,NULL,NULL,NULL,0,NULL
22039667,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Corner,First half,662000,662000,Away,16,FC Utrecht,834133,Zakaria Labyad,NULL,NULL,NULL,Right foot,0,NULL
22039919,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Goal kick,First half,1106000,1106000,Away,16,FC Utrecht,763018,David Jensen,NULL,NULL,NULL,NULL,0,NULL
22039937,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Foul committed,First half,1133000,1133000,Home,77,ADO Den Haag,1287446,Tyronne Ebuehi,NULL,NULL,Tackle,NULL,1247628,Cyriel Dessers
22039943,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,First half,1145000,1145000,Away,16,FC Utrecht,474240,Edson Braafheid,NULL,NULL,NULL,Left foot,0,NULL
22040471,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Foul committed,First half,2217000,2217000,Away,16,FC Utrecht,1247628,Cyriel Dessers,NULL,NULL,Rough play,NULL,637262,Aaron Meijers
22040475,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,First half,2224000,2224000,Home,77,ADO Den Haag,637262,Aaron Meijers,NULL,NULL,NULL,Left foot,0,NULL
22040570,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Foul committed,First half,2449000,2449000,Home,77,ADO Den Haag,1389318,Bjørn Johnsen,NULL,NULL,Rough play,NULL,1074095,Yassin Ayoub
22040572,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,First half,2459000,2459000,Away,16,FC Utrecht,474240,Edson Braafheid,NULL,NULL,NULL,Left foot,0,NULL
22041297,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Shot blocked by,Second half,3985000,3985000,Away,16,FC Utrecht,579307,Urby Emanuelson,NULL,NULL,NULL,NULL,0,NULL
22041298,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Blocked shot,Second half,3985000,3985000,Home,77,ADO Den Haag,637262,Aaron Meijers,NULL,NULL,NULL,Right foot,0,NULL
22041293,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Corner,Second half,3977000,3977000,Home,77,ADO Den Haag,682493,Donny Gorter,NULL,NULL,NULL,Left foot,0,NULL
22041328,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Shot on goal,Second half,4089000,4089000,Home,77,ADO Den Haag,1389318,Bjørn Johnsen,NULL,NULL,NULL,Header,0,NULL
22041330,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Save by goalkeeper,Second half,4094000,4094000,Away,16,FC Utrecht,763018,David Jensen,NULL,NULL,Diving/Blocked,NULL,0,NULL
22041342,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Corner,Second half,4120000,4120000,Home,77,ADO Den Haag,682493,Donny Gorter,NULL,NULL,NULL,Left foot,0,NULL
22041345,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Shot wide,Second half,4125000,4125000,Home,77,ADO Den Haag,880177,Tom Beugelsdijk,NULL,NULL,NULL,Header,0,NULL
22041374,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Goal kick,Second half,4151000,4151000,Away,16,FC Utrecht,763018,David Jensen,NULL,NULL,NULL,NULL,0,NULL
22041380,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Shot wide,Second half,4176000,4176000,Home,77,ADO Den Haag,682493,Donny Gorter,NULL,NULL,NULL,Left foot,0,NULL
22041384,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Goal kick,Second half,4198000,4198000,Away,16,FC Utrecht,763018,David Jensen,NULL,NULL,NULL,NULL,0,NULL
22041420,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Foul committed,Second half,4344000,4344000,Home,77,ADO Den Haag,664080,Lex Immers,NULL,NULL,Rough play,NULL,1194810,Sean Klaiber
22038908,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Substitution,Second half,4367000,NULL,Away,16,FC Utrecht,1293284,Robin van der Meer,Defender,15,NULL,NULL,474240,Edson Braafheid
22039840,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,First half,992000,992000,Away,16,FC Utrecht,567228,Willem Janssen,NULL,NULL,NULL,Right foot,0,NULL
22039515,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Shot on goal,First half,97000,97000,Home,77,ADO Den Haag,1223164,Sheraldo Becker,NULL,NULL,NULL,Right foot,0,NULL
22039517,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Save by goalkeeper,First half,103000,103000,Away,16,FC Utrecht,763018,David Jensen,NULL,NULL,Standing/Blocked,NULL,0,NULL
22039732,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Offside,First half,777000,777000,Away,16,FC Utrecht,1239405,Gyrano Kerk,NULL,NULL,NULL,NULL,0,NULL
22039737,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,First half,789000,789000,Home,77,ADO Den Haag,455619,Robert Zwinkels,NULL,NULL,NULL,Right foot,0,NULL
22038878,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Away,16,FC Utrecht,1194810,Sean Klaiber,Defender,17,NULL,NULL,0,NULL
22039989,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Hit post,First half,867000,867000,Away,16,FC Utrecht,1239405,Gyrano Kerk,NULL,NULL,NULL,NULL,0,NULL
22040188,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Goal kick,First half,1511000,1511000,Away,16,FC Utrecht,763018,David Jensen,NULL,NULL,NULL,NULL,0,NULL
22040217,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Offside,First half,1535000,1535000,Home,77,ADO Den Haag,1389318,Bjørn Johnsen,NULL,NULL,NULL,NULL,0,NULL
22038906,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Substitution,First half,1574000,NULL,Away,16,FC Utrecht,713982,Mark van der Maarel,Defender,2,NULL,NULL,924566,Anouar Kali
22040251,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,First half,1590000,1590000,Away,16,FC Utrecht,763018,David Jensen,NULL,NULL,NULL,Right foot,0,NULL
22041560,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Shot blocked by,Second half,4795000,4795000,Away,16,FC Utrecht,713982,Mark van der Maarel,NULL,NULL,NULL,NULL,0,NULL
22041561,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Blocked shot,Second half,4795000,4795000,Home,77,ADO Den Haag,1220621,Melvyn Lorenzen,NULL,NULL,NULL,Right foot,0,NULL
22041564,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Goal,Second half,4804000,4804000,Away,16,FC Utrecht,1247628,Cyriel Dessers,NULL,NULL,Assist,Right foot,834133,Zakaria Labyad
22041575,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Kick-off,Second half,4869000,4869000,Home,77,ADO Den Haag,1389318,Bjørn Johnsen,NULL,NULL,NULL,NULL,0,NULL
22041595,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Foul committed,Second half,4939000,4939000,Away,16,FC Utrecht,579307,Urby Emanuelson,NULL,NULL,Rough play,NULL,880177,Tom Beugelsdijk
22041597,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,Second half,4965000,4965000,Home,77,ADO Den Haag,637262,Aaron Meijers,NULL,NULL,NULL,Left foot,0,NULL
22041598,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Shot on goal,Second half,4970000,4970000,Home,77,ADO Den Haag,637262,Aaron Meijers,NULL,NULL,NULL,Left foot,0,NULL
22041599,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Save by goalkeeper,Second half,4974000,4974000,Away,16,FC Utrecht,763018,David Jensen,NULL,NULL,Diving/Blocked,NULL,0,NULL
22041602,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Corner,Second half,4992000,4992000,Home,77,ADO Den Haag,637262,Aaron Meijers,NULL,NULL,NULL,Left foot,0,NULL
22041633,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Shot on goal,Second half,5053000,5053000,Home,77,ADO Den Haag,1223164,Sheraldo Becker,NULL,NULL,NULL,Left foot,0,NULL
22041634,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Save by goalkeeper,Second half,5058000,5058000,Away,16,FC Utrecht,763018,David Jensen,NULL,NULL,Standing/Caught,NULL,0,NULL
22036925,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Home,77,ADO Den Haag,1126701,Danny Bakker,Midfielder,17,NULL,NULL,0,NULL
22036926,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,4624000,Home,77,ADO Den Haag,682493,Donny Gorter,Midfielder,6,NULL,NULL,0,NULL
22036927,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Home,77,ADO Den Haag,664080,Lex Immers,Midfielder,10,NULL,NULL,0,NULL
22036928,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Home,77,ADO Den Haag,1223164,Sheraldo Becker,Forward,7,NULL,NULL,0,NULL
22036929,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Home,77,ADO Den Haag,1389318,Bjørn Johnsen,Forward,9,NULL,NULL,0,NULL
22036930,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,3439000,Home,77,ADO Den Haag,583770,Edouard Duplan,Forward,21,NULL,NULL,0,NULL
22036943,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Line-up,Start,NULL,NULL,Away,16,FC Utrecht,763018,David Jensen,Goalkeeper,1,NULL,NULL,0,NULL
22039894,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,First half,1075000,1075000,Home,77,ADO Den Haag,1126701,Danny Bakker,NULL,NULL,NULL,Right foot,0,NULL
22039787,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Save by goalkeeper,First half,866000,866000,Home,77,ADO Den Haag,455619,Robert Zwinkels,NULL,NULL,Diving/Blocked,NULL,0,NULL
22039793,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Kick-off,First half,923000,923000,Home,77,ADO Den Haag,1389318,Bjørn Johnsen,NULL,NULL,NULL,NULL,0,NULL
22040055,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Corner,First half,1354000,1354000,Away,16,FC Utrecht,1074095,Yassin Ayoub,NULL,NULL,NULL,Left foot,0,NULL
22040063,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Foul committed,First half,1363000,1363000,Home,77,ADO Den Haag,637262,Aaron Meijers,NULL,NULL,Holding,NULL,924566,Anouar Kali
22040066,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Yellow,First half,1374000,1374000,Home,77,ADO Den Haag,637262,Aaron Meijers,NULL,NULL,Misconduct to game,NULL,0,NULL
22040345,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Shot on goal,First half,1802000,1802000,Away,16,FC Utrecht,1011974,Sander van de Streek,NULL,NULL,NULL,Right foot,0,NULL
22040346,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Save by goalkeeper,First half,1808000,1808000,Home,77,ADO Den Haag,455619,Robert Zwinkels,NULL,NULL,Standing/Blocked,NULL,0,NULL
22040856,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Kick-off,Second half,2700000,2700000,Away,16,FC Utrecht,0,NULL,NULL,NULL,NULL,NULL,0,NULL
22040905,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Offside,Second half,2844000,2844000,Away,16,FC Utrecht,1239405,Gyrano Kerk,NULL,NULL,NULL,NULL,0,NULL
22040910,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Free kick,Second half,2851000,2851000,Home,77,ADO Den Haag,1126701,Danny Bakker,NULL,NULL,NULL,Left foot,0,NULL
22040919,Eredivisie 2017/2018,2174508,11-Aug-2017 19:00,Shot on goal,Second half,2881000,2881000,Away,16,FC Utrecht,1239405,Gyrano Kerk,NULL,NULL,NULL,Right foot,0,NULL
