n_actionid,c_competition,n_Matchid,d_date,c_Action,c_Period,n_StartTime,n_Endtime,c_HomeOrAway,n_TeamID,c_Team,n_personid,c_person,c_Function,n_ShirtNr,c_ActionReason,c_actionInfo,n_Subpersonid,c_Subperson
22064346,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Shot wide,Second half,3227000,3227000,Away,78,Excelsior,694013,Ryan Koolwijk,NULL,NULL,NULL,Left foot,0,NULL
22064347,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Goal kick,Second half,3238000,3238000,Home,19,Willem II,1114751,Timon Wellenreuther,NULL,NULL,NULL,NULL,0,NULL
22064368,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Goal kick,Second half,3268000,3268000,Away,78,Excelsior,1281212,Alessandro Damen,NULL,NULL,NULL,NULL,0,NULL
22064389,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Foul committed,Second half,3318000,3318000,Away,78,Excelsior,694013,Ryan Koolwijk,NULL,NULL,Rough play,NULL,1416721,Daniel Crowley
22064393,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Free kick,Second half,3326000,3326000,Home,19,Willem II,1434513,Pedro Chirivella,NULL,NULL,NULL,Right foot,0,NULL
22064408,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Shot blocked by,Second half,3353000,3353000,Home,19,Willem II,590218,Jordens Peters,NULL,NULL,NULL,NULL,0,NULL
22064409,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Blocked shot,Second half,3353000,3353000,Away,78,Excelsior,1097796,Kevin Vermeulen,NULL,NULL,NULL,Right foot,0,NULL
22062600,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Line-up,Start,NULL,NULL,Home,19,Willem II,1402537,Kostas Tsimikas,Defender,21,NULL,NULL,0,NULL
22062604,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Line-up,Start,NULL,5023000,Home,19,Willem II,1386930,Ismail Azzaoui,Midfielder,38,NULL,NULL,0,NULL
22062605,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Line-up,NULL,NULL,NULL,Home,19,Willem II,917230,Mattijs Branderhorst,Substitute,31,NULL,NULL,0,NULL
22062603,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Line-up,Start,NULL,NULL,Home,19,Willem II,806739,Freek Heerkens,Midfielder,3,NULL,NULL,0,NULL
22062606,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Line-up,NULL,NULL,NULL,Home,19,Willem II,1025249,Stefan van der Lei,Substitute,93,NULL,NULL,0,NULL
22062607,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Line-up,NULL,NULL,NULL,Home,19,Willem II,1674489,Bartek Urbanski,Substitute,16,NULL,NULL,0,NULL
22040316,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Line-up,Start,NULL,NULL,Home,19,Willem II,324,Erwin van de Looi,Coach,NULL,NULL,NULL,0,NULL
22040317,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Line-up,Start,NULL,NULL,Away,78,Excelsior,204,Mitchell van der Gaag,Coach,NULL,NULL,NULL,0,NULL
22040319,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Line-up,Start,NULL,NULL,Home,19,Willem II,1114751,Timon Wellenreuther,Goalkeeper,1,NULL,NULL,0,NULL
22040333,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Line-up,Start,NULL,NULL,Home,19,Willem II,978027,Fernando Lewis,Defender,2,NULL,NULL,0,NULL
22040343,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Line-up,Start,NULL,NULL,Home,19,Willem II,753576,Darryl Lachman,Defender,29,NULL,NULL,0,NULL
22040344,Eredivisie 2017/2018,2174505,13-Aug-2017 14:30,Line-up,Start,NULL,NULL,Home,19,Willem II,590218,Jordens Peters,Defender (C),4,NULL,NULL,0,NULL
22039847,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Line-up,Start,NULL,NULL,Home,6,FC Groningen,928172,Kasper Larsen,Defender,3,NULL,NULL,0,NULL
22039925,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Line-up,Start,NULL,NULL,Away,7,sc Heerenveen,1256045,Martin Ødegaard,Forward,10,NULL,NULL,0,NULL
22064616,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Line-up,NULL,NULL,NULL,Home,6,FC Groningen,1696113,Jan Hoekstra,Substitute,31,NULL,NULL,0,NULL
22068573,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal kick,Second half,5029000,5029000,Home,6,FC Groningen,749674,Sergio Padt,NULL,NULL,NULL,NULL,0,NULL
22068581,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,Second half,5040000,5040000,Home,6,FC Groningen,1082309,Mimoun Mahi,NULL,NULL,Rough play,NULL,1324444,Denzel Dumfries
22068583,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,Second half,5045000,5045000,Away,7,sc Heerenveen,780368,Daniel Høegh,NULL,NULL,NULL,Right foot,0,NULL
22068619,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal,Second half,5121000,5121000,Away,7,sc Heerenveen,1162560,Morten Thorsby,NULL,NULL,Assist,Left foot,1114676,Henk Veerman
22064632,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Line-up,NULL,NULL,NULL,Home,6,FC Groningen,1696115,Amir Absalem,Substitute,39,NULL,NULL,0,NULL
22064636,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Line-up,NULL,NULL,NULL,Home,6,FC Groningen,1696116,Ludovit Reis,Substitute,68,NULL,NULL,0,NULL
22066274,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot on goal,First half,1174000,1174000,Home,6,FC Groningen,1082309,Mimoun Mahi,NULL,NULL,NULL,Left foot,0,NULL
22066276,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Save by goalkeeper,First half,1180000,1180000,Away,7,sc Heerenveen,877300,Wouter van der Steen,NULL,NULL,Standing/Caught,NULL,0,NULL
22067049,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,First half,2666000,2666000,Away,7,sc Heerenveen,1195091,Joost van Aken,NULL,NULL,Holding,NULL,915941,Lars Veldwijk
22067055,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,First half,2686000,2686000,Home,6,FC Groningen,606832,Etiënne Reijnen,NULL,NULL,NULL,Right foot,0,NULL
22067067,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Injury time,First half,2704000,2704000,,0,NULL,0,NULL,NULL,NULL,NULL,180000,0,NULL
22067074,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot wide,First half,2710000,2710000,Away,7,sc Heerenveen,609329,Reza Ghoochannejhad,NULL,NULL,NULL,Right foot,0,NULL
22067095,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal kick,First half,2737000,2737000,Home,6,FC Groningen,749674,Sergio Padt,NULL,NULL,NULL,NULL,0,NULL
22067133,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot wide,First half,2796000,2796000,Away,7,sc Heerenveen,1256045,Martin Ødegaard,NULL,NULL,NULL,Left foot,0,NULL
22067137,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal kick,First half,2818000,2818000,Home,6,FC Groningen,749674,Sergio Padt,NULL,NULL,NULL,NULL,0,NULL
22068376,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,Second half,4652000,4652000,Away,7,sc Heerenveen,1256045,Martin Ødegaard,NULL,NULL,NULL,Right foot,0,NULL
22068415,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot on goal,Second half,4727000,4727000,Away,7,sc Heerenveen,800701,Marco Rojas,NULL,NULL,NULL,Right foot,0,NULL
22068416,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Save by goalkeeper,Second half,4734000,4734000,Home,6,FC Groningen,749674,Sergio Padt,NULL,NULL,Standing/Caught,NULL,0,NULL
22068436,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,Second half,4776000,4776000,Home,6,FC Groningen,1358684,Juninho Bacuna,NULL,NULL,NULL,Right foot,0,NULL
22068837,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,End of period,Second half,5580000,5580000,,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL
22065772,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Kick-off,First half,0,0,Away,7,sc Heerenveen,0,NULL,NULL,NULL,NULL,NULL,0,NULL
22065790,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Offside,First half,51000,51000,Home,6,FC Groningen,915941,Lars Veldwijk,NULL,NULL,NULL,NULL,0,NULL
22065801,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Offside,First half,90000,90000,Home,6,FC Groningen,915941,Lars Veldwijk,NULL,NULL,NULL,NULL,0,NULL
22066495,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot blocked by,First half,1615000,1615000,Away,7,sc Heerenveen,1195091,Joost van Aken,NULL,NULL,NULL,NULL,0,NULL
22065868,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot wide,First half,257000,257000,Home,6,FC Groningen,1362858,Ritsu Doan,NULL,NULL,NULL,Right foot,0,NULL
22064392,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Line-up,NULL,NULL,NULL,Away,7,sc Heerenveen,1401036,Michel Vlap,Substitute,18,NULL,NULL,0,NULL
22064394,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Line-up,NULL,NULL,NULL,Away,7,sc Heerenveen,1308216,Pelle van Amersfoort,Substitute,19,NULL,NULL,0,NULL
22064398,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Substitution,Second half,4284000,NULL,Away,7,sc Heerenveen,800701,Marco Rojas,Forward,7,NULL,NULL,1250292,Arber Zeneli
22066151,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot wide,First half,1029000,1029000,Home,6,FC Groningen,915941,Lars Veldwijk,NULL,NULL,NULL,Right foot,0,NULL
22066171,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal kick,First half,1054000,1054000,Away,7,sc Heerenveen,877300,Wouter van der Steen,NULL,NULL,NULL,NULL,0,NULL
22066896,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Corner,First half,2318000,2318000,Away,7,sc Heerenveen,1256045,Martin Ødegaard,NULL,NULL,NULL,Left foot,0,NULL
22066913,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Corner,First half,2335000,2335000,Away,7,sc Heerenveen,1256045,Martin Ødegaard,NULL,NULL,NULL,Left foot,0,NULL
22066922,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal,First half,2350000,2350000,Away,7,sc Heerenveen,609329,Reza Ghoochannejhad,NULL,NULL,Assist,Left foot,1324444,Denzel Dumfries
22066944,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Kick-off,First half,2410000,2410000,Home,6,FC Groningen,1082309,Mimoun Mahi,NULL,NULL,NULL,NULL,0,NULL
22066950,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal kick,First half,2433000,2433000,Away,7,sc Heerenveen,877300,Wouter van der Steen,NULL,NULL,NULL,NULL,0,NULL
22066966,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot on goal,First half,2447000,2447000,Away,7,sc Heerenveen,1250292,Arber Zeneli,NULL,NULL,NULL,Left foot,0,NULL
22066970,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Save by goalkeeper,First half,2462000,2462000,Home,6,FC Groningen,749674,Sergio Padt,NULL,NULL,Standing/Caught,NULL,0,NULL
22065885,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal,First half,328000,328000,Away,7,sc Heerenveen,1162560,Morten Thorsby,NULL,NULL,Assist,Header,1324444,Denzel Dumfries
22066507,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot wide,First half,1625000,1625000,Home,6,FC Groningen,915941,Lars Veldwijk,NULL,NULL,NULL,Right foot,0,NULL
22066496,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Blocked shot,First half,1615000,1615000,Home,6,FC Groningen,915941,Lars Veldwijk,NULL,NULL,NULL,Right foot,0,NULL
22066513,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal kick,First half,1650000,1650000,Away,7,sc Heerenveen,877300,Wouter van der Steen,NULL,NULL,NULL,NULL,0,NULL
22066540,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,First half,1683000,1683000,Away,7,sc Heerenveen,1256045,Martin Ødegaard,NULL,NULL,Rough play,NULL,1362858,Ritsu Doan
22066545,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,First half,1697000,1697000,Home,6,FC Groningen,1296405,Django Warmerdam,NULL,NULL,NULL,Left foot,0,NULL
22066580,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,First half,1729000,1729000,Away,7,sc Heerenveen,1256045,Martin Ødegaard,NULL,NULL,Rough play,NULL,1296405,Django Warmerdam
22066585,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,First half,1742000,1742000,Home,6,FC Groningen,1296405,Django Warmerdam,NULL,NULL,NULL,Left foot,0,NULL
22066588,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Offside,First half,1746000,1746000,Home,6,FC Groningen,1362858,Ritsu Doan,NULL,NULL,NULL,NULL,0,NULL
22066638,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,First half,1780000,1780000,Away,7,sc Heerenveen,877300,Wouter van der Steen,NULL,NULL,NULL,Right foot,0,NULL
22066666,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,First half,1833000,1833000,Away,7,sc Heerenveen,609329,Reza Ghoochannejhad,NULL,NULL,Rough play,NULL,928172,Kasper Larsen
22066672,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,First half,1853000,1853000,Home,6,FC Groningen,749674,Sergio Padt,NULL,NULL,NULL,Right foot,0,NULL
22066695,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal kick,First half,1913000,1913000,Home,6,FC Groningen,749674,Sergio Padt,NULL,NULL,NULL,NULL,0,NULL
22067639,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Kick-off,Second half,3194000,3194000,Away,7,sc Heerenveen,609329,Reza Ghoochannejhad,NULL,NULL,NULL,NULL,0,NULL
22067636,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal,Second half,3149000,3149000,Home,6,FC Groningen,915941,Lars Veldwijk,NULL,NULL,Assist,Right foot,815993,Jesper Drost
22068051,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot blocked by,Second half,4116000,4116000,Home,6,FC Groningen,1358684,Juninho Bacuna,NULL,NULL,NULL,NULL,0,NULL
22068052,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Blocked shot,Second half,4116000,4116000,Away,7,sc Heerenveen,1250292,Arber Zeneli,NULL,NULL,NULL,Right foot,0,NULL
22068656,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Kick-off,Second half,5177000,5177000,Home,6,FC Groningen,915941,Lars Veldwijk,NULL,NULL,NULL,NULL,0,NULL
22066315,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal kick,First half,1240000,1240000,Away,7,sc Heerenveen,877300,Wouter van der Steen,NULL,NULL,NULL,NULL,0,NULL
22067598,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot on goal,Second half,2990000,2990000,Away,7,sc Heerenveen,1256045,Martin Ødegaard,NULL,NULL,NULL,Left foot,0,NULL
22067151,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,First half,2830000,2830000,Away,7,sc Heerenveen,1162560,Morten Thorsby,NULL,NULL,Holding,NULL,1362858,Ritsu Doan
22067161,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,First half,2849000,2849000,Home,6,FC Groningen,1358684,Juninho Bacuna,NULL,NULL,NULL,Right foot,0,NULL
22067171,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Corner,First half,2885000,2885000,Home,6,FC Groningen,1358684,Juninho Bacuna,NULL,NULL,NULL,Right foot,0,NULL
22067183,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,End of period,First half,2888000,2888000,,0,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL
22067524,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot wide,Second half,2782000,2782000,Away,7,sc Heerenveen,609329,Reza Ghoochannejhad,NULL,NULL,NULL,Right foot,0,NULL
22067731,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,Second half,3504000,3504000,Home,6,FC Groningen,1358684,Juninho Bacuna,NULL,NULL,Rough play,NULL,1162560,Morten Thorsby
22067734,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,Second half,3513000,3513000,Away,7,sc Heerenveen,450600,Stijn Schaars,NULL,NULL,NULL,Left foot,0,NULL
22067771,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,Second half,3557000,3557000,Home,6,FC Groningen,606832,Etiënne Reijnen,NULL,NULL,Holding,NULL,609329,Reza Ghoochannejhad
22067778,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,Second half,3583000,3583000,Away,7,sc Heerenveen,450600,Stijn Schaars,NULL,NULL,NULL,Right foot,0,NULL
22067788,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,Second half,3586000,3586000,Home,6,FC Groningen,815993,Jesper Drost,NULL,NULL,Holding,NULL,1097804,Lucas Woudenberg
22064399,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Line-up,NULL,NULL,NULL,Away,7,sc Heerenveen,1200017,Nemanja Mihajlovic,Substitute,17,NULL,NULL,0,NULL
22068166,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot wide,Second half,4308000,4308000,Home,6,FC Groningen,1082309,Mimoun Mahi,NULL,NULL,NULL,Right foot,0,NULL
22068420,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,Second half,4753000,4753000,Away,7,sc Heerenveen,1324444,Denzel Dumfries,NULL,NULL,Rough play,NULL,1082309,Mimoun Mahi
22068485,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,Second half,4827000,4827000,Away,7,sc Heerenveen,1097804,Lucas Woudenberg,NULL,NULL,NULL,NULL,815993,Jesper Drost
22068500,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal,Second half,4882000,4882000,Home,6,FC Groningen,1082309,Mimoun Mahi,NULL,NULL,Penalty,Right foot,0,NULL
22064385,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Line-up,NULL,NULL,NULL,Away,7,sc Heerenveen,1420468,Jan Bekkema,Substitute,25,NULL,NULL,0,NULL
22065945,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Kick-off,First half,532000,532000,Home,6,FC Groningen,915941,Lars Veldwijk,NULL,NULL,NULL,NULL,0,NULL
22066835,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot wide,First half,2150000,2150000,Home,6,FC Groningen,1082309,Mimoun Mahi,NULL,NULL,NULL,Left foot,0,NULL
22066851,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal kick,First half,2179000,2179000,Away,7,sc Heerenveen,877300,Wouter van der Steen,NULL,NULL,NULL,NULL,0,NULL
22067494,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Kick-off,Second half,2700000,2700000,Home,6,FC Groningen,0,NULL,NULL,NULL,NULL,NULL,0,NULL
22068305,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal kick,Second half,4504000,4504000,Away,7,sc Heerenveen,877300,Wouter van der Steen,NULL,NULL,NULL,NULL,0,NULL
22068321,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot on goal,Second half,4518000,4518000,Away,7,sc Heerenveen,1256045,Martin Ødegaard,NULL,NULL,NULL,Left foot,0,NULL
22068322,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Save by goalkeeper,Second half,4524000,4524000,Home,6,FC Groningen,749674,Sergio Padt,NULL,NULL,Standing/Blocked,NULL,0,NULL
22068326,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot wide,Second half,4528000,4528000,Away,7,sc Heerenveen,1162560,Morten Thorsby,NULL,NULL,NULL,Left foot,0,NULL
22068342,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Corner,Second half,4566000,4566000,Home,6,FC Groningen,1358684,Juninho Bacuna,NULL,NULL,NULL,Right foot,0,NULL
22068350,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot wide,Second half,4587000,4587000,Away,7,sc Heerenveen,609329,Reza Ghoochannejhad,NULL,NULL,NULL,Left foot,0,NULL
22068680,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,Second half,5209000,5209000,Away,7,sc Heerenveen,1195091,Joost van Aken,NULL,NULL,NULL,NULL,915941,Lars Veldwijk
22068683,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Yellow,Second half,5220000,5220000,Away,7,sc Heerenveen,1195091,Joost van Aken,NULL,NULL,Holding,NULL,0,NULL
22068693,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal,Second half,5260000,5260000,Home,6,FC Groningen,1082309,Mimoun Mahi,NULL,NULL,Penalty,Right foot,0,NULL
22068725,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Kick-off,Second half,5306000,5306000,Away,7,sc Heerenveen,1114676,Henk Veerman,NULL,NULL,NULL,NULL,0,NULL
22068745,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Corner,Second half,5373000,5373000,Away,7,sc Heerenveen,1256045,Martin Ødegaard,NULL,NULL,NULL,Left foot,0,NULL
22068758,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Injury time,Second half,5405000,5405000,,0,NULL,0,NULL,NULL,NULL,NULL,180000,0,NULL
22068774,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Corner,Second half,5444000,5444000,Home,6,FC Groningen,1358684,Juninho Bacuna,NULL,NULL,NULL,Right foot,0,NULL
22068783,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,Second half,5454000,5454000,Home,6,FC Groningen,928172,Kasper Larsen,NULL,NULL,Rough play,NULL,800701,Marco Rojas
22068785,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,Second half,5466000,5466000,Away,7,sc Heerenveen,1324444,Denzel Dumfries,NULL,NULL,NULL,Right foot,0,NULL
22068805,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,Second half,5478000,5478000,Away,7,sc Heerenveen,1114676,Henk Veerman,NULL,NULL,Handball,NULL,0,NULL
22068813,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,Second half,5497000,5497000,Home,6,FC Groningen,749674,Sergio Padt,NULL,NULL,NULL,Left foot,0,NULL
22065796,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,First half,65000,65000,Away,7,sc Heerenveen,1064355,Warner Hahn,NULL,NULL,NULL,Right foot,0,NULL
22066398,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Offside,First half,1334000,1334000,Home,6,FC Groningen,1082309,Mimoun Mahi,NULL,NULL,NULL,NULL,0,NULL
22066412,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,First half,1348000,1348000,Away,7,sc Heerenveen,1195091,Joost van Aken,NULL,NULL,NULL,Left foot,0,NULL
22066471,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot on goal,First half,1520000,1520000,Away,7,sc Heerenveen,1162560,Morten Thorsby,NULL,NULL,NULL,Header,0,NULL
22066474,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Save by goalkeeper,First half,1526000,1526000,Home,6,FC Groningen,749674,Sergio Padt,NULL,NULL,Standing/Blocked,NULL,0,NULL
22067009,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,First half,2579000,2579000,Home,6,FC Groningen,1358684,Juninho Bacuna,NULL,NULL,Rough play,NULL,1043370,Yuki Kobayashi
22067021,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,First half,2603000,2603000,Away,7,sc Heerenveen,1097804,Lucas Woudenberg,NULL,NULL,NULL,Left foot,0,NULL
22067890,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal kick,Second half,3778000,3778000,Away,7,sc Heerenveen,877300,Wouter van der Steen,NULL,NULL,NULL,NULL,0,NULL
22064500,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Line-up,NULL,NULL,NULL,Home,6,FC Groningen,1028621,Yoëll van Nieff,Substitute,20,NULL,NULL,0,NULL
22068374,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,Second half,4636000,4636000,Home,6,FC Groningen,1296405,Django Warmerdam,NULL,NULL,Rough play,NULL,1256045,Martin Ødegaard
22068824,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,Second half,5511000,5511000,Home,6,FC Groningen,606832,Etiënne Reijnen,NULL,NULL,Rough play,NULL,1114676,Henk Veerman
22068825,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,Second half,5525000,5525000,Away,7,sc Heerenveen,450600,Stijn Schaars,NULL,NULL,NULL,Left foot,0,NULL
22068828,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Shot wide,Second half,5538000,5538000,Away,7,sc Heerenveen,1114676,Henk Veerman,NULL,NULL,NULL,Header,0,NULL
22065846,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,First half,100000,100000,Away,7,sc Heerenveen,1064355,Warner Hahn,NULL,NULL,NULL,Right foot,0,NULL
22065856,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,First half,210000,210000,Away,7,sc Heerenveen,1043370,Yuki Kobayashi,NULL,NULL,Rough play,NULL,1296405,Django Warmerdam
22065861,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,First half,227000,227000,Home,6,FC Groningen,749674,Sergio Padt,NULL,NULL,NULL,Left foot,0,NULL
22065869,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Goal kick,First half,273000,273000,Away,7,sc Heerenveen,1064355,Warner Hahn,NULL,NULL,NULL,NULL,0,NULL
22067584,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,Second half,2963000,2963000,Away,7,sc Heerenveen,877300,Wouter van der Steen,NULL,NULL,NULL,Right foot,0,NULL
22067589,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,Second half,2975000,2975000,Home,6,FC Groningen,1296405,Django Warmerdam,NULL,NULL,Rough play,NULL,1043370,Yuki Kobayashi
22067592,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Free kick,Second half,2987000,2987000,Away,7,sc Heerenveen,450600,Stijn Schaars,NULL,NULL,NULL,Left foot,0,NULL
22067599,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Save by goalkeeper,Second half,2998000,2998000,Home,6,FC Groningen,749674,Sergio Padt,NULL,NULL,Diving/Blocked,NULL,0,NULL
22067982,Eredivisie 2017/2018,2174498,13-Aug-2017 16:45,Foul committed,Second half,3990000,3990000,Away,7,sc Heerenveen,1195091,Joost van Aken,NULL,NULL,Holding,NULL,760579,Tom van Weert
